-0.07069234	0.086062364	0.0031640257	0.030492056	0.0065488718	0.011515455	-0.028417587	-0.06014772	-0.0021956128	0.018377922	0.00015279828	0.08156427	0.04874031	0.019408774	-0.008444081	-0.037558883
-0.04636339	0.041511163	-0.019860387	-0.032154445	0.008467693	0.05928446	-0.00017572883	-0.06363285	0.018107256	0.00022741703	-0.0036074384	0.067844935	0.06859363	-0.048099563	-0.0074887658	0.0081885755
-0.06309976	0.057456713	-0.018971423	-0.0364641	0.026382353	0.020224005	0.011501839	-0.065427266	-0.029739011	-0.043804653	-0.017309204	0.058916926	0.106898025	-0.06918303	-0.024882682	-0.09007023
-0.041712157	0.07111955	-0.007899464	-0.031270705	0.0016996489	-0.049517084	0.02085816	-0.08674198	0.061173044	-0.036477223	-0.027435198	0.041017246	0.08282504	-0.038955063	-0.004603136	-0.000287049
-0.030283125	0.0415381	-0.045762166	0.025705721	0.039055962	-0.018424513	-0.024461787	-0.0751292	-0.019704962	0.05371588	0.0076312763	0.034687538	0.0321692	-0.042734087	0.017618956	-0.05342267
-0.051714733	0.07257813	-0.0112272	-0.049180858	-0.045514617	0.04000291	-0.022023596	-0.030938813	0.054566726	0.02338018	-0.03529114	0.03699045	0.09084549	-0.11845171	0.03125423	0.026814949
-0.0405625	0.011863957	-0.0008767945	0.004931929	0.0130295055	-0.026759794	-0.0056535723	-0.05549675	0.013773875	-0.00048584884	0.0045331805	0.084026285	0.068789445	-0.0697597	-0.053208698	-0.06269461
-0.08775114	0.05053475	-0.04644438	-0.0047005513	-0.020200867	-0.0020563689	-0.03459049	-0.031373594	0.013915891	0.039095405	-0.025961792	0.0587961	0.059297733	-0.008239992	0.030600296	0.02793174
-0.05036188	0.059044123	-0.030477008	0.04610549	0.026052741	-0.03854066	0.0143896025	-0.11641492	0.019941986	-0.034822766	0.022664582	0.036086883	0.01888458	-0.06153614	0.019024987	-0.009965675
-0.11545411	0.024685342	0.007743769	-0.013735979	0.04535812	0.01944507	-0.020731205	-0.102674894	-0.08239331	-0.00065237505	-0.0034024515	0.014455222	0.017932761	0.0133792935	-0.0045438074	0.048194375
-0.0012487222	0.07901571	-0.003155665	0.024870113	0.06972543	0.024733143	-0.002769111	-0.042116873	0.005075935	0.028910024	-0.022608977	0.044333033	0.077268235	0.026554324	-0.06586112	0.06361013
